Annotation_Accession,host,isolation_source,Manual_Annotation
GCA_004151605.1_ASM415160v1,Homo sapiens,blood,Humans
GCA_000196895.1_ASM19689v1,NA,NA,NA
GCA_013167695.1_ASM1316769v1,NA,NA,NA
GCA_900243355.1_RW109,NA,NA,NA
GCA_002688565.1_ASM268856v1,white stork,pellet,Animals
GCA_000008685.2_ASM868v2,NA,NA,NA
GCA_900249855.1_CBM2604,NA,NA,NA
GCA_000092885.1_ASM9288v1,NA,NA,NA
GCA_001717685.3_ASM171768v3,Homo sapiens,Purulent absess from military trainee,Humans
GCA_002073065.1_ASM207306v1,Homo sapiens,NA,Humans
GCA_000022085.1_ASM2208v1,NA,NA,NA
GCA_004101565.1_ASM410156v1,NA,food,Food
GCA_013357825.1_ASM1335782v1,NA,Water sample,Freshwater
GCA_001921925.1_ASM192192v1,NA,NA,NA
GCA_011044355.1_ASM1104435v1,Homo sapiens,urine,Humans
GCA_009708855.1_ASM970885v1,Salmo salar,NA,Animals
GCA_000485885.1_ASM48588v1,NA,NA,NA
GCA_004119955.1_ASM411995v1,Homo sapiens,sputum,Humans
GCA_000183425.1_ASM18342v1,NA,beach sand,Terrestrial
GCA_008693605.1_ASM869360v1,Homo sapiens,clinical isolate,Humans
GCA_013349005.1_ASM1334900v1,NA,ventilator,Human-impacted
GCA_000341395.1_ASM34139v1,NA,NA,NA
GCA_005221385.1_ASM522138v1,NA,NA,NA
GCA_001448485.2_ASM144848v2,Gallus gallus,cecal content,Livestock
GCA_005577135.1_ASM557713v1,NA,estuarine water [ENVO:01000301],Marine
GCA_002812385.1_ASM281238v1,Homo sapiens,urine,Humans
GCA_000445995.2_ASM44599v2,NA,NA,NA
GCA_003966425.1_ASM396642v1,Bos taurus,feces,Livestock
GCA_000020745.1_ASM2074v1,NA,NA,NA
GCA_001047635.1_ASM104763v1,Mus musculus,Kidney,Animals
GCA_009914455.1_ASM991445v1,Homo sapiens,blood,Humans
GCA_001922105.1_ASM192210v1,Citrus hystrix,citrus orchard,Agriculture
GCA_009913975.1_ASM991397v1,NA,Soybean paste (Chonggugjang),Food
GCA_003589845.1_ASM358984v1,cattle,NA,Livestock
GCA_003030045.1_ASM303004v1,Homo sapiens,human,Humans
GCA_001299555.1_ASM129955v1,NA,NA,NA
GCA_001951175.1_ASM195117v1,koumiss,NA,Food
GCA_005849435.1_ASM584943v1,NA,Lycium barbarum rhizosphere soil,Soil
GCA_000212735.1_ASM21273v1,NA,activated sludge,Human-impacted
GCA_002055735.1_ASM205573v1,NA,NA,NA
GCA_002849695.1_ASM284969v1,Homo sapiens,Wound,Humans
GCA_001753525.1_ASM175352v1,NA,Cattle Hide,Livestock
GCA_001695515.1_ASM169551v1,Bos taurus,calf feces,Livestock
GCA_003015185.1_ASM301518v1,NA,Sandy soil near a stream,Soil
GCA_013395075.1_ASM1339507v1,NA,sourdough,Food
GCA_002165295.2_ASM216529v2,NA,Sewage,Human-impacted
GCA_001299515.1_ASM129951v1,NA,fresh chicken meat,Food
GCA_000020085.1_ASM2008v1,NA,NA,NA
GCA_008931525.1_ASM893152v1,NA,Shower 3,Human-impacted
GCA_000067045.1_ASM6704v1,NA,NA,NA
GCA_002504105.1_ASM250410v1,Canis latrans,feces,Animals
GCA_000828775.1_ASM82877v1,NA,NA,NA
GCA_008931585.1_ASM893158v1,Homo sapiens,clinical sample,Humans
GCA_003193765.1_ASM319376v1,NA,NA,NA
GCA_900660445.1_50624_G01-3,NA,Saliva,Humans
GCA_003721435.2_ASM372143v2,NA,solar salt,Terrestrial
GCA_000159455.2_ASM15945v2,NA,NA,NA
GCA_001620135.2_ASM162013v2,Homo sapiens,stool,Humans
GCA_012051825.1_ASM1205182v1,Homo sapiens,Diarrheal patient,Humans
GCA_009363415.1_ASM936341v1,NA,Non-filtered water from the water column of tank 6 of a marine aquarium containing stony-coral fragments. Water maintained at 26 degree C,Human-impacted
GCA_000160335.2_ASM16033v2,NA,NA,NA
GCA_002836795.1_ASM283679v1,NA,NA,NA
GCA_003956105.2_ASM395610v2,NA,food/cold -smoke salmon,Food
GCA_013168175.1_ASM1316817v1,cattle,cattle feces,Livestock
GCA_000479375.3_ASM47937v3,NA,home-made koumiss,Food
GCA_013341255.1_ASM1334125v1,NA,banana,Agriculture
GCA_010587105.1_ASM1058710v1,Citrus,NA,Agriculture
GCA_004848405.1_ASM484840v1,NA,NA,NA
GCA_002951635.1_ASM295163v1,Homo sapiens,Urine,Humans
GCA_009017295.1_ASM901729v1,Homo sapiens,NA,Humans
GCA_000971705.1_ASM97170v1,NA,NA,NA
GCA_000146005.2_ASM14600v2,NA,NA,NA
GCA_002954105.1_ASM295410v1,Homo sapiens,Peripheral blood,Humans
GCA_000181455.2_ASM18145v2,NA,NA,NA
GCA_000148935.1_ASM14893v1,NA,NA,NA
GCA_003030285.1_ASM303028v1,NA,NA,NA
GCA_001645685.2_ASM164568v2,NA,soil,Soil
GCA_003065425.1_ASM306542v1,Tibetan antelope,feces,Animals
GCA_000320385.2_ASM32038v2,NA,NA,NA
GCA_003177075.1_ASM317707v1,NA,cheese,Food
GCA_002393425.1_ASM239342v1,NA,Onion,Food
GCA_005310945.1_ASM531094v1,NA,NA,NA
GCA_000224675.1_ASM22467v1,NA,NA,NA
GCA_002849715.1_ASM284971v1,NA,soil,Soil
GCA_003571665.1_ASM357166v1,NA,NA,NA
GCA_013306575.1_ASM1330657v1,tomato,NA,Agriculture
GCA_002258145.3_ASM225814v3,Homo sapiens,NA,Humans
GCA_000025285.1_ASM2528v1,NA,NA,NA
GCA_013349165.1_ASM1334916v1,NA,NA,NA
GCA_013487885.1_ASM1348788v1,Equus caballus,NCSU Equine Educational Unit,Livestock
GCA_001620205.2_ASM162020v2,Bos taurus,bovine pre-evisceration carcass,Livestock
GCA_000252445.1_ASM25244v1,NA,NA,NA
GCA_002237465.1_ASM223746v1,Homo sapiens,endotracheal tube,Humans
GCA_003031325.1_ASM303132v1,Homo sapiens,sputum,Humans
GCA_005145085.1_ASM514508v1,Homo sapiens,first stool of the newborn,Humans
GCA_001465835.2_ASM146583v2,NA,Fish,Animals
GCA_002635365.1_ASM263536v1,Homo sapiens,Rectal,Humans
GCA_009873395.1_ASM987339v1,Homo sapiens,stool,Humans
GCA_004801535.1_ASM480153v1,NA,Treated sewage effluent,Human-impacted
GCA_000185225.1_ASM18522v1,NA,NA,NA
GCA_001188775.1_ASM118877v1,NA,NA,NA
GCA_000155735.2_ASM15573v2,NA,150 km offshore,Marine
GCA_009913935.1_ASM991393v1,NA,Soybean paste (Chonggugjang),Food
GCA_001922025.1_ASM192202v1,NA,Emmental,Food
GCA_001677305.1_ASM167730v1,NA,soil,Soil
GCA_000338755.1_ASM33875v1,NA,NA,NA
GCA_000439475.1_ASM43947v1,NA,NA,NA
GCA_005160405.1_ASM516040v1,Homo sapiens,NA,Humans
GCA_007641255.1_ASM764125v1,NA,intestinal contents of termite Nasutitermes nigriceps,Animals
GCA_000471025.2_ASM47102v2,Gallus gallus,cloacal swab,Livestock
GCA_003989055.1_ASM398905v1,Drosophila neotestacea,hemolymph,Animals
GCA_001932835.1_ASM193283v1,Salmo salar,Muscle,Animals
GCA_001700835.1_ASM170083v1,Shrimps,Shrimps,Animals
GCA_001908595.1_ASM190859v1,Homo sapiens,tracheal secretion,Humans
GCA_009857035.1_ASM985703v1,Homo sapiens,urine sample,Humans
GCA_000192105.1_ASM19210v1,NA,NA,NA
GCA_002741845.2_ASM274184v2,Homo sapiens,patient's blood plasma,Humans
GCA_003860325.1_ASM386032v1,NA,Poland; Warsaw area,NA
GCA_002865785.1_ASM286578v1,NA,NA,NA
GCA_000829545.2_ASM82954v2,NA,NA,NA
GCA_000724525.1_ASM72452v1,NA,soil,Soil
GCA_003992745.1_ASM399274v1,weed,Solanum tuberosum associated weed,Plants
GCA_000214965.2_gacin09v1.0,Homo sapiens,NA,Humans
GCA_000014045.1_ASM1404v1,NA,NA,NA
GCA_900574125.1_EPIB_assembly_I,NA,NA,NA
GCA_000196755.1_ASM19675v1,NA,NA,NA
GCA_007814825.1_ASM781482v1,NA,Milker's hand,Humans
GCA_008330025.1_ASM833002v1,NA,NA,NA
GCA_000158275.2_ASM15827v2,NA,NA,NA
GCA_003359355.2_ASM335935v2,Homo sapiens,NA,Humans
GCA_002838025.2_ASM283802v2,Homo sapiens,blood,Humans
GCA_001514375.1_ASM151437v1,Homo sapiens,pus,Humans
GCA_003665475.1_ASM366547v1,citrus,NA,Agriculture
GCA_003515525.1_ASM351552v1,Solanum tuberosum,Potato bacterial wilt,Agriculture
GCA_000027205.1_ASM2720v1,NA,NA,NA
GCA_003399575.2_ASM339957v2,Cyclopterus lumpus,head kidney,Animals
GCA_000017845.1_ASM1784v1,NA,NA,NA
GCA_002892025.1_ASM289202v1,NA,clam larvae aquaculture,Human-impacted
GCA_013364295.1_ASM1336429v1,NA,marine sediment,Sediment
GCA_001753505.1_ASM175350v1,NA,Cattle Hide,Livestock
GCA_001047395.1_ASM104739v1,honey bee,EFB infected honey bee larva,Animals
GCA_000732945.1_ASM73294v1,Homo sapiens,unknown human clinical source,Humans
GCA_001517645.1_R2091,NA,tissue,Humans
GCA_009667855.1_ASM966785v1,Homo sapiens,NA,Humans
GCA_005519135.1_ASM551913v1,Homo sapiens,cerebrospinal fluid,Humans
GCA_002180155.1_ASM218015v1,NA,NA,NA
GCA_004322955.1_ASM432295v1,NA,NA,NA
GCA_001908475.1_ASM190847v1,grape,NA,Agriculture
GCA_000389635.1_ASM38963v1,NA,coal-cleaning residues,Human-impacted
GCA_003586025.1_ASM358602v1,Canis lupus familiaris,Bite Wound,Livestock
GCA_001687565.2_ASM168756v2,NA,cyanobacterial mat sample of Antarctic lake,Freshwater
GCA_000774075.2_ASM77407v2,NA,soil sample,Soil
GCA_000237865.1_ASM23786v1,NA,NA,NA
GCA_003060865.1_ASM306086v1,NA,fresh water,Freshwater
GCA_000597865.1_ASM59786v1,NA,black mud,Sediment
GCA_003073975.1_ASM307397v1,NA,NA,NA
GCA_000026745.1_ASM2674v1,NA,human case of meningitis,Humans
GCA_009912415.1_ASM991241v1,Homo sapiens,NA,Humans
GCA_001577505.1_ASM157750v1,Homo sapiens,Cerebrospinal fluid,Humans
GCA_009208775.1_ASM920877v1,NA,freshwater pond,Freshwater
GCA_000442645.1_ASM44264v1,NA,NA,NA
GCA_003516125.3_ASM351612v3,Homo sapiens,feces,Humans
GCA_000419385.1_ASM41938v1,NA,NA,NA
GCA_001952775.1_ASM195277v1,NA,blood,Humans
GCA_000949305.1_ASM94930v1,NA,NA,NA
GCA_001932875.1_ASM193287v1,Salmo salar,Liver,Animals
GCA_002849775.1_ASM284977v1,Sus scrofa,NA,Livestock
GCA_001623645.2_ASM162364v2,Homo sapiens,stool,Humans
GCA_000022725.1_ASM2272v1,NA,NA,NA
GCA_000348845.1_ASM34884v1,NA,NA,NA
GCA_011784905.1_ASM1178490v1,Homo sapiens,BAL,Humans
GCA_001640925.1_ASM164092v1,Homo sapiens,blood,Humans
GCA_011290445.1_ASM1129044v1,NA,isolated from the tobacco substrate,Agriculture
GCA_003586045.1_E.coli_isolate,Mus musculus C57Bl/6J,ob/ob mice,Animals
GCA_013487805.1_ASM1348780v1,NA,Fermented onions,Food
GCA_004353385.1_ASM435338v1,Homo sapiens,patient's blood plasma,Humans
GCA_004006295.1_ASM400629v1,NA,long-term organic manure fertilized alkaline soils,Soil
GCA_900250085.1_CBM2636,NA,NA,NA
GCA_010061665.1_ASM1006166v1,fish,diseased flounder,Animals
GCA_002837895.2_ASM283789v2,Homo sapiens,blood,Humans
GCA_009806675.1_ASM980667v1,NA,NA,NA
GCA_001011095.1_ASM101109v1,Homo sapiens,human feces,Humans
GCA_000204255.1_ASM20425v1,NA,NA,NA
GCA_001183825.1_ASM118382v1,Homo sapiens,NA,Humans
GCA_009497995.1_ASM949799v1,Homo sapiens,Tissue,Humans
GCA_012935065.1_ASM1293506v1,Homo sapiens,sputum,Humans
GCA_002591215.1_ASM259121v1,Homo sapiens,Abscess,Humans
GCA_000262735.1_ASM26273v1,NA,NA,NA
GCA_002073495.2_ASM207349v2,Homo sapiens,NA,Humans
GCA_009830285.1_ASM983028v1,C57BL/6NTac Mice,Cecum content,Animals
GCA_002863645.1_ASM286364v1,NA,sea ice,Marine
GCA_013403585.1_ASM1340358v1,Bat,wing,Animals
GCA_001420955.1_ASM142095v1,Homo sapiens,NA,Humans
GCA_001702045.2_ASM170204v2,Homo sapiens,Urine,Humans
GCA_003944565.2_ASM394456v2,chicken,feces,Livestock
GCA_001435295.1_ASM143529v1,Botryllus sp.,NA,Animals
GCA_001028265.1_gdodcwi06_v01,Homo sapiens,wound,Humans
GCA_000020925.1_ASM2092v1,NA,NA,NA
GCA_001005925.2_ASM100592v2,NA,green chile ingredient,Food
GCA_000336405.1_ASM33640v1,NA,milk and dairy utensils,Food
GCA_011801265.1_ASM1180126v1,Pepper,Stem of infected pepper plant,Agriculture
GCA_900520325.1_ASM90052032v1,NA,NA,NA
GCA_000807425.4_ASM80742v4,NA,NA,NA
GCA_002951935.1_ASM295193v1,honeybees,NA,Animals
GCA_001718635.1_ASM171863v1,NA,NA,NA
GCA_001874625.1_ASM187462v1,NA,NA,NA
GCA_000833255.1_ASM83325v1,Homo sapiens,pleural fluid,Humans
GCA_003325475.1_ASM332547v1,NA,tidal marsh,Sediment
GCA_000024285.1_ASM2428v1,NA,NA,NA
GCA_000234825.3_ASM23482v3,NA,NA,NA
GCA_010748915.1_ASM1074891v1,NA,wastewater,Human-impacted
GCA_007723825.1_ASM772382v1,Soybean (Glycine max (L.) Merrill),NA,Agriculture
GCA_008723255.1_ASM872325v1,Phascolarctos cinereus,NA,Animals
GCA_003323795.1_ASM332379v1,Drosophila melanogaster,NA,Animals
GCA_000743055.1_ASM74305v1,NA,NA,NA
GCA_000981845.1_ASM98184v1,Homo sapiens,NA,Humans
GCA_000317575.1_ASM31757v1,NA,pool at botanical garden,Freshwater
GCA_009296005.1_ASM929600v1,Neopsylla setosa,NA,Animals
GCA_001294565.1_ASM129456v1,Homo sapiens,bronchial aspirate,Humans
GCA_009739535.1_ASM973953v1,NA,Korean kefir,Food
GCA_003204135.1_ASM320413v1,NA,NA,NA
GCA_002910725.2_ASM291072v2,Haliclona simulans,NA,Animals
GCA_012113615.1_ASM1211361v1,NA,milk,Food
GCA_002952095.1_ASM295209v1,Homo sapiens,urine,Humans
GCA_000807395.3_ASM80739v3,Human,Excreted bodily substance,Humans
GCA_900088425.1_A12,NA,NA,NA
GCA_002216125.1_ASM221612v1,NA,Korean fermented food,Food
GCA_001908455.1_ASM190845v1,NA,Stinky Tofu,Food
GCA_003703875.1_ASM370387v1,rat,NA,Animals
GCA_007012325.1_ASM701232v1,Homo sapiens,NA,Humans
GCA_003957785.1_ASM395778v1,Homo sapiens,urine,Humans
GCA_000961275.1_ASM96127v1,Citrus sinensis,citrus infected tissue,Agriculture
GCA_002082785.1_ASM208278v1,Homo sapiens,sputum,Humans
GCA_002334625.1_ASM233462v1,Homo sapiens,blood,Humans
GCA_013357785.1_ASM1335778v1,NA,Water sample,Freshwater
GCA_005979305.1_ASM597930v1,Pig,faecal swab,Livestock
GCA_009728565.1_ASM972856v1,cattle,NA,Livestock
GCA_000022225.1_ASM2222v1,NA,NA,NA
GCA_003966875.1_ASM396687v1,Apis mellifera,NA,Animals
GCA_900234405.1_MFPB19A15_assembly_v1,NA,Beef carpaccio,Food
GCA_001664165.1_ASM166416v1,Phaseolus vulgaris,legume-root nodule,Agriculture
GCA_006542375.1_ASM654237v1,Oecophylla smaragdina,NA,Animals
GCA_003613035.1_ASM361303v1,Syngnathus typhle,Kiel Fjord,Animals
GCA_000262125.1_ASM26212v1,NA,NA,NA
GCA_000959325.1_ASM95932v1,NA,water,Freshwater
GCA_002009295.1_ASM200929v1,NA,NA,NA
GCA_006542395.2_ASM654239v2,Oecophylla smaragdina,NA,Animals
GCA_011046025.1_ASM1104602v1,NA,a nose swab sample of swine origin,Livestock
GCA_000009645.1_ASM964v1,NA,NA,NA
GCA_006741845.1_ASM674184v1,NA,NA,NA
GCA_001879625.1_ASM187962v1,NA,NA,NA
GCA_011764505.1_ASM1176450v1,NA,lake sediment,Sediment
GCA_000784945.1_ASM78494v1,Homo sapiens,perirectal swab,Humans
GCA_000204645.1_ASM20464v1,NA,anaerobic sewer sludge,Human-impacted
GCA_000364805.1_ASM36480v1,NA,NA,NA
GCA_008932245.1_ASM893224v1,NA,root nodule of Sesbania cannabina,Plants
GCA_000725405.1_ASM72540v1,NA,hot spring,Terrestrial
GCA_002416425.1_ASM241642v1,Homo sapiens,rectal swab,Humans
GCA_002357875.1_ASM235787v1,Bos taurus,NA,Livestock
GCA_013167455.1_ASM1316745v1,cattle,cattle feces,Livestock
GCA_000143885.2_ASM14388v2,NA,NA,NA
GCA_000832385.1_ASM83238v1,NA,NA,NA
GCA_001702235.1_ASM170223v1,NA,brewery environment,Human-impacted
GCA_002163995.1_ASM216399v1,Ardea cinerea,NA,Animals
GCA_003990725.2_ASM399072v2,NA,water sample,Freshwater
GCA_000172315.2_ASM17231v2,NA,NA,NA
GCA_008693865.1_ASM869386v1,Homo sapiens,clinical isolate,Humans
GCA_002209205.2_ASM220920v2,Environment,Ground turkey,Food
GCA_000278665.1_AcbauOIFC143v1.0,Homo sapiens,NA,Humans
GCA_007997855.1_ASM799785v1,Sus scrofa domesticus,NA,Livestock
GCA_007922655.1_ASM792265v1,Homo sapiens,feces,Humans
GCA_000022485.1_ASM2248v1,NA,NA,NA
GCA_002165255.2_ASM216525v2,NA,Sewage,Human-impacted
GCA_003609775.1_ASM360977v1,Homo sapiens,NA,Humans
GCA_002078435.1_ASM207843v1,NA,Dairy fermentation,Food
GCA_004118875.1_ASM411887v1,Homo sapiens,NA,Humans
GCA_010918895.1_ASM1091889v1,goose,stool,Livestock
GCA_004571175.1_ASM457117v1,NA,water,Freshwater
GCA_008329845.1_ASM832984v1,Homo sapiens,blood,Humans
GCA_011058695.1_ASM1105869v1,Homo sapiens,Mid-vagina,Humans
GCA_001908655.1_ASM190865v1,Homo sapiens,nasal swab,Humans
GCA_000344785.1_ASM34478v1,NA,NA,NA
GCA_000315955.1_ASM31595v1,Homo sapiens,NA,Humans
GCA_002243365.1_ASM224336v1,NA,root nodules,Plants
GCA_000213635.1_ASM21363v1,NA,NA,NA
GCA_003324755.1_ASM332475v1,NA,NA,NA
GCA_001908625.1_ASM190862v1,Homo sapiens,abdominal drainage fluid,Humans
GCA_002948295.1_ASM294829v1,Pisum sativum,pea nodule,Agriculture
GCA_004919325.1_ASM491932v1,Homo sapiens,NA,Humans
GCA_002287905.1_ASM228790v1,NA,NA,NA
GCA_001484065.1_ASM148406v1,Homo sapiens,blood,Humans
GCA_005080845.1_ASM508084v1,Rhopalosiphum padi,air,Animals
GCA_000959445.1_ASM95944v1,NA,Oryza sativa rhizosphere soil,Soil
GCA_001902375.1_ASM190237v1,Homo sapiens (male patient),NA,Humans
GCA_002947035.1_ASM294703v1,NA,NA,NA
GCA_013167655.1_ASM1316765v1,Homo sapiens,NA,Humans
GCA_000734975.2_ASM73497v2,NA,Nile Delta Mediterranean Sea surface water,Marine
GCA_004101505.1_ASM410150v1,NA,food,Food
GCA_009708955.1_ASM970895v1,Salmo salar,NA,Animals
GCA_008831505.1_ASM883150v1,Silurus asotus,liver,Animals
GCA_900234395.1_JOUY54_assembly_v1,NA,French dry-type Pork sausage,Food
GCA_000970025.1_ASM97002v1,NA,NA,NA
GCA_001705565.1_ASM170556v1,NA,strawberry leaf tissue,Agriculture
GCA_008027775.1_ASM802777v1,Homo sapiens,NA,Humans
GCA_002953155.1_ASM295315v1,NA,sewage & soil,Human-impacted
GCA_002868735.1_ASM286873v1,NA,cyanobacterial aggregates,Marine
GCA_009363535.1_ASM936353v1,NA,Surface of a polyethylene microplastic particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree C,Human-impacted
GCA_013085185.1_ASM1308518v1,Homo sapiens,rectal swab from healthy college student,Humans
GCA_002753715.2_ASM275371v2,Homo sapiens,skin swab,Humans
GCA_000497425.1_S.niveus_v1,NA,NA,NA
GCA_001019575.2_ASM101957v2,Homo sapiens,NA,Humans
GCA_001693255.1_ASM169325v1,NA,NA,NA
GCA_001720965.1_ASM172096v1,Homo sapiens,human blood,Humans
GCA_000143625.1_ASM14362v1,Acyrthosiphon pisum,NA,Animals
GCA_002836075.1_ASM283607v1,NA,feces,Humans
GCA_005706655.1_ASM570665v1,Homo sapiens,Appendix abscess,Humans
GCA_002777195.1_ASM277719v1,Acyrthosiphon pisum,Cell culture,Animals
GCA_003432185.1_ASM343218v1,NA,NA,NA
GCA_009662135.1_ASM966213v1,Homo sapiens,NA,Humans
GCA_009363795.1_ASM936379v1,NA,Surface of a polyethylene microplastic particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree C,Human-impacted
GCA_009724905.1_ASM972490v1,Salmo salar,NA,Animals
GCA_000015065.1_ASM1506v1,NA,NA,NA
GCA_000006925.2_ASM692v2,NA,NA,NA
GCA_003627215.1_ASM362721v1,Arabidopsis,phyllosphere,Plants
GCA_000253115.1_ASM25311v1,NA,NA,NA
GCA_000266945.1_ASM26694v1,NA,sewage sludge,Human-impacted
GCA_001970835.1_ASM197083v1,Homo sapiens,Perirectal,Humans
GCA_900249745.1_CBM2586,NA,NA,NA
GCA_013207105.1_ASM1320710v1,NA,NA,NA
GCA_900015215.1_CRIB_assembly_V1,rat,NA,Animals
GCA_003717995.1_ASM371799v1,NA,NA,NA
GCA_000148915.1_ASM14891v1,Homo sapiens,NA,Humans
GCA_001705905.1_ASM170590v1,NA,Tilapia,Animals
GCA_000786425.1_Vibrio_anguillarum_NB10_serovar_O1,Rainbow trout,clinical isolate; Rainbow trout,Animals
GCA_000319125.1_ASM31912v1,NA,NA,NA
GCA_000209655.1_ASM20965v1,NA,NA,NA
GCA_004124015.1_ASM412401v1,Homo sapiens,Abscess (lymph node),Humans
GCA_003054575.1_ASM305457v1,NA,NA,NA
GCA_002759155.1_ASM275915v1,Phaseolus vulgaris,NA,Agriculture
GCA_005518055.1_ASM551805v1,Homo sapiens,sputum,Humans
GCA_002863725.1_ASM286372v1,NA,Konosirus punctatus,Animals
GCA_002080455.1_ASM208045v1,NA,forest soil of Shengnongjia,Soil
GCA_001447115.1_ASM144711v1,NA,ground turkey,Food
GCA_900087645.2_WHOW,NA,NA,NA
GCA_003717035.1_ASM371703v1,NA,NA,NA
GCA_002240135.1_ASM224013v1,Homo sapiens,hospitalized patients,Humans
GCA_005519305.1_ASM551930v1,NA,soil,Soil
GCA_002633905.1_ASM263390v1,Homo sapiens,NA,Humans
GCA_003990705.1_ASM399070v1,NA,NA,NA
GCA_002073735.2_ASM207373v2,NA,NA,NA
GCA_009720445.1_ASM972044v1,Homo sapiens,urine,Humans
GCA_001663295.1_ASM166329v1,Homo sapiens,NA,Humans
GCA_002947505.1_ASM294750v1,NA,NA,NA
GCA_000025165.1_ASM2516v1,Homo sapiens,infant with diarrhea,Humans
GCA_004124235.1_ASM412423v1,NA,Pig environment,Livestock
GCA_002251115.2_ASM225111v2,NA,Mashed potatoes,Food
GCA_003432265.1_ASM343226v1,Bovine,NA,Livestock
GCA_000008005.1_ASM800v1,NA,NA,NA
GCA_002202155.1_ASM220215v1,NA,food,Food
GCA_001482365.1_ASM148236v1,NA,air,Terrestrial
GCA_001753185.1_ASM175318v1,Alhagi sparsifolia Shap.,NA,Plants
GCA_004028315.1_ASM402831v1,NA,Tibet kefir,Food
GCA_005165545.1_ASM516554v1,NA,sediment,Sediment
GCA_008122305.1_ASM812230v1,Homo sapiens,sputum,Humans
GCA_009664025.1_ASM966402v1,Homo sapiens,stool,Humans
GCA_002634005.1_ASM263400v1,Sheep,NA,Livestock
GCA_000225465.1_ASM22546v1,Uroleucon ambrosiae,NA,Animals
GCA_009730435.1_ASM973043v1,NA,NA,NA
GCA_001020985.1_ASM102098v1,Mustela putorius furo,necropsy lung; liver and kidney tissue,Animals
GCA_002442835.1_ASM244283v1,NA,Cheese,Food
GCA_003934185.1_ASM393418v1,NA,NA,NA
GCA_009912555.1_ASM991255v1,Homo sapiens,NA,Humans
GCA_004295545.1_HP_PMSS1_01,NA,NA,NA
GCA_000961255.1_ASM96125v1,citrus spp.,citrus infected tissue,Agriculture
GCA_007726325.1_ASM772632v1,NA,retail turkey,Food
GCA_001998845.1_ASM199884v1,rainbow trout,NA,Animals
GCA_000012125.1_ASM1212v1,NA,NA,NA
GCA_000967365.1_ASM96736v1,NA,NA,NA
GCA_002208905.2_ASM220890v2,Homo sapiens,Urine clean catch,Humans
GCA_001858005.1_ASM185800v1,Bovine,Bovine rumen,Livestock
GCA_008693965.1_ASM869396v1,Homo sapiens,clinical isolate,Humans
GCA_000828535.1_ASM82853v1,NA,NA,NA
GCA_002101355.1_ASM210135v1,NA,Calf Liver,Food
GCA_000364385.3_ASM36438v3,NA,NA,NA
GCA_009671145.1_ASM967114v1,Chicken,China;Henan,Livestock
GCA_002464935.1_ASM246493v1,Melanocetus johnsonii,escal light organ,Animals
GCA_000493755.1_ASM49375v1,NA,NA,NA
GCA_001677295.1_ASM167729v1,NA,soil,Soil
GCA_010587055.1_ASM1058705v1,Brittle root,NA,Plants
GCA_006228385.1_ASM622838v1,NA,deep sea,Marine
GCA_013376495.1_ASM1337649v1,NA,sewage treatment plant,Human-impacted
GCA_003058405.1_ASM305840v1,Ictalurus punctatus,NA,Animals
GCA_006151925.1_ASM615192v1,NA,soil,Soil
GCA_009789635.1_ASM978963v1,NA,lichen,Plants
GCA_003597595.1_ASM359759v1,NA,kimchi,Food
GCA_001718975.1_ASM171897v1,NA,soil,Soil
GCA_003812185.1_ASM381218v1,Homo sapiens,Endotracheal aspirate,Humans
GCA_003076495.1_ASM307649v1,Ailuropoda melanoleuca,feces,Animals
GCA_002082865.1_ASM208286v1,Homo sapiens,blood,Humans
GCA_010730955.1_ASM1073095v1,NA,NA,NA
GCA_002211585.1_ASM221158v1,NA,NA,NA
GCA_003369735.1_ASM336973v1,Homo sapiens,sputum,Humans
GCA_000400875.1_ASM40087v1,NA,NA,NA
GCA_004768665.1_ASM476866v1,NA,food,Food
GCA_013394345.1_ASM1339434v1,Musa spp.,leaf,Agriculture
GCA_000576515.1_ASM57651v1,NA,NA,NA
GCA_002984395.1_ASM298439v1,Homo sapiens,Urine catheter,Humans
GCA_001653935.1_ASM165393v1,NA,fresh-cut produce processing plant,Human-impacted
