#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p15-0756.3	NZ_CP039859.1	CP039859	2.883	49.7399	3	-	-	-	3	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p16-6773.1	NZ_CP039861.1	CP039861	245.375	46.3385	242	-	-	-	258	16
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p16-6773.2	NZ_CP039862.1	CP039862	91.904	48.0958	103	-	3	-	106	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p16-6773.3	NZ_CP039863.1	CP039863	6.306	47.4944	9	-	-	-	10	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p16-6773.4	NZ_CP039864.1	CP039864	5.31	51.1111	5	-	-	-	9	4
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20070548.1	NZ_CP040652.1	CP040652	84.296	49.7449	80	-	-	-	101	21
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20070548.2	NZ_CP040653.1	CP040653	3.372	55.1008	4	-	-	-	5	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20082869.1	NZ_CP040669.1	CP040669	107.56	53.4065	113	-	-	-	129	16
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20082869.2	NZ_CP040670.1	CP040670	3.208	49.3766	3	-	-	-	3	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20143792.1	NZ_CP041027.1	CP041027	190.723	52.9092	205	-	-	-	230	25
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20143792.2	NZ_CP041028.1	CP041028	4.236	53.9896	5	-	-	-	6	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.1	NZ_CP044962.1	CP044962	126.75	51.3231	129	-	-	-	144	15
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.2	NZ_CP044963.1	CP044963	4.072	51.4244	3	-	-	-	3	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.3	NZ_CP044964.1	CP044964	3.353	55.085	3	-	-	-	4	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.4	NZ_CP044965.1	CP044965	1.888	51.3242	1	-	-	-	1	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.5	NZ_CP044966.1	CP044966	1.541	54.3154	1	-	-	-	1	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS007087.1	NZ_CP044958.1	CP044958	247.576	45.9592	238	-	-	-	256	18
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS007087.2	NZ_CP044959.1	CP044959	93.838	53.1139	106	-	-	-	112	6
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS007087.3	NZ_CP044960.1	CP044960	91.139	49.9424	99	-	-	-	101	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014881.1	NZ_CP044968.1	CP044968	245.071	45.9271	235	-	-	-	254	19
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS007087.2	NZ_CP044969.1	CP044969	93.724	53.1134	104	-	-	-	112	8
Salmonella enterica subsp. enterica serovar 4,12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pN17-0346	NZ_CP031291.1	CP031291	34.092	41.8544	37	-	-	-	39	2
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS009991_S1	NZ_CP037880.1	CP037880	40.085	40.8806	49	-	-	-	51	2
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014863_S1	NZ_CP037878.1	CP037878	6.76	46.287	3	-	-	-	3	-
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS009777_S1	NZ_CP036173.1	CP036173	4.418	52.9199	5	-	-	-	6	1
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS014854_S1	NZ_CP037873.1	CP037873	93.844	53.1147	107	-	-	-	113	6
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS015054_S2	NZ_CP037875.1	CP037875	247.701	45.9611	237	-	-	-	256	19
Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	pPNCS015054_S3	NZ_CP037876.1	CP037876	96.545	53.1742	109	-	-	-	115	6
Salmonella enterica subsp. enterica serovar Adjame	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	-	CP049876.1	87.433	50.3311	89	-	-	-	96	7
Salmonella enterica subsp. enterica serovar Agona	Bacteria	Proteobacteria	Gammaproteobacteria	pSAG-76334	NZ_CP025455.1	CP025455	96.532	50.4838	101	-	-	-	105	4
Salmonella enterica subsp. enterica serovar Agona	Bacteria	Proteobacteria	Gammaproteobacteria	pSG17-135-HI2	NZ_CP048776.1	CP048776	311.615	47.3771	302	-	-	-	331	29
Salmonella enterica subsp. enterica serovar Agona	Bacteria	Proteobacteria	Gammaproteobacteria	pSG17-135-X	NZ_CP048777.1	CP048777	27.511	51.0596	24	-	-	-	32	8
Salmonella enterica subsp. enterica serovar Agona	Bacteria	Proteobacteria	Gammaproteobacteria	p28336	NZ_CP051357.1	CP051357	161.62	52.6135	177	-	-	-	185	8
Salmonella enterica subsp. enterica serovar Agona	Bacteria	Proteobacteria	Gammaproteobacteria	p21794	NZ_CP051403.1	CP051403	102.04	53.1419	118	-	-	-	128	10
Salmonella enterica subsp. enterica serovar Agona str. SL483	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NC_011148.1	CP001137	37.978	40.7446	54	-	-	-	54	-
Salmonella enterica subsp. enterica serovar Albany	Bacteria	Proteobacteria	Gammaproteobacteria	psg_wt5	NZ_CP037994.1	CP037994	84.511	49.9852	93	-	-	-	96	3
Salmonella enterica subsp. enterica serovar Albany	Bacteria	Proteobacteria	Gammaproteobacteria	pR17.2117_2.1k	NZ_CP063331.1	CP063331	2.097	55.6032	1	-	-	-	1	-
Salmonella enterica subsp. enterica serovar Albany	Bacteria	Proteobacteria	Gammaproteobacteria	pR15.2267_p1.9k	NZ_CP065565.1	CP065565	1.982	56.9122	2	-	-	-	2	-
Salmonella enterica subsp. enterica serovar Albany	Bacteria	Proteobacteria	Gammaproteobacteria	pR16.1424_p82k	NZ_CP065573.1	CP065573	84.218	50.0463	95	-	-	-	96	1
Salmonella enterica subsp. enterica serovar Albert	Bacteria	Proteobacteria	Gammaproteobacteria	pAR-0401-1	NZ_CP044189.1	CP044189	90.935	52.0713	107	-	-	-	115	8
Salmonella enterica subsp. enterica serovar Albert	Bacteria	Proteobacteria	Gammaproteobacteria	pAR-0401-2	NZ_CP044190.1	CP044190	120.39	50.9752	116	-	-	-	138	22
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	PDM04	NZ_CP013224.1	CP013224	112.176	52.2465	115	-	-	-	120	5
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	PDM05	NZ_CP013225.1	CP013225	3.371	55.1172	4	-	-	-	5	1
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	PDM02	NZ_CP013221.1	CP013221	112.176	52.2465	115	-	-	-	120	5
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	PDM03	NZ_CP013223.1	CP013223	3.371	55.1172	4	-	-	-	5	1
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pR16.0676_34k	NZ_CP029801.1	CP029801	34.063	48.7039	49	-	-	-	50	-
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pR16.0676_90k	NZ_CP029802.1	CP029802	90.137	52.7941	116	-	-	-	129	11
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN076215	NZ_CP033339.1	CP033339	104.123	50.4701	91	-	-	-	118	27
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p77k	NZ_CP045514.1	CP045514	77.622	55.2421	72	-	-	-	87	15
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pSal-3973_DHA_CMY	NZ_CP045467.1	CP045467	195.486	51.4763	233	-	-	-	252	19
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pM-3851_DHA	NZ_CP045462.1	CP045462	90.138	52.7802	116	-	-	-	129	13
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p48k	NZ_CP045463.1	CP045463	48.53	44.2695	53	-	-	-	53	-
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pSal-5091_CMY	NZ_CP045519.1	CP045519	106.855	50.6088	118	-	-	-	122	4
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pSal-5091_DHA	NZ_CP045520.1	CP045520	90.138	52.7802	116	-	-	-	129	13
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pSal-5091_MCR64k	NZ_CP045521.1	CP045521	63.762	42.058	73	-	-	-	75	2
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pM-3471_DHA	NZ_CP045459.1	CP045459	89.619	52.7109	115	-	-	-	128	13
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pM-3471_MCR33k	NZ_CP045460.1	CP045460	33.309	41.8445	37	-	-	-	38	1
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pM-5360_DHA	NZ_CP045510.1	CP045510	90.966	52.7747	118	-	-	-	131	13
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p55k	NZ_CP045511.1	CP045511	54.907	51.5399	70	-	-	-	70	-
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p48k	NZ_CP045512.1	CP045512	48.53	44.2736	53	-	-	-	53	-
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	pSal-4737_DHA	NZ_CP045517.1	CP045517	86.794	52.5082	115	-	-	-	127	12
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p33822-2	NZ_CP051343.1	CP051343	101.468	50.0503	111	-	-	-	116	5
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p33822-3	NZ_CP051344.1	CP051344	5.698	52.7554	5	-	-	-	8	3
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p33822-1	NZ_CP051345.1	CP051345	277.441	45.6955	276	-	-	-	293	17
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p22448	NZ_CP051395.1	CP051395	155.923	52.2809	175	-	-	-	182	7
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p20746-1	-	CP051453.1	99.888	49.8739	108	-	-	-	113	5
Salmonella enterica subsp. enterica serovar Anatum	Bacteria	Proteobacteria	Gammaproteobacteria	p20746-2	-	CP051454.1	9.325	51.1957	11	-	-	-	13	2
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1727	Bacteria	Proteobacteria	Gammaproteobacteria	pSAN1-1727	NZ_CP014622.1	CP014622	97.041	49.3121	106	-	-	-	109	3
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1735	Bacteria	Proteobacteria	Gammaproteobacteria	pSAN1-1735	NZ_CP014707.1	CP014707	101.118	46.1916	113	-	1	-	118	4
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1736	Bacteria	Proteobacteria	Gammaproteobacteria	pSAN1-1736	NZ_CP014658.1	CP014658	160.227	52.4812	178	-	-	-	186	8
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765	Bacteria	Proteobacteria	Gammaproteobacteria	pSAN1-06-0624	NZ_CP014660.1	CP014660	9.323	51.2067	11	-	-	-	12	1
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1783	Bacteria	Proteobacteria	Gammaproteobacteria	pSAN1-2010K-2577	NZ_CP014662.1	CP014662	103.851	51.4333	114	-	-	-	117	3
Salmonella enterica subsp. enterica serovar Bareilly	Bacteria	Proteobacteria	Gammaproteobacteria	pFC745	NZ_CP063685.2	CP063685	242.007	49.8804	244	-	-	-	278	34
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NC_021817.1	CP006054	78.193	50.6273	75	-	-	-	82	7
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000189	NZ_CP045752.1	CP045752	81.815	49.9847	78	-	-	-	86	8
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP034178.1	CP034178	81.814	49.9866	78	-	-	-	86	8
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000661	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000661	NZ_CP039497.1	CP039497	81.942	49.9915	77	-	-	-	86	9
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000661	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000661	NZ_CP045760.1	CP045760	81.815	49.9835	78	-	-	-	86	8
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000669	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000669_1	NZ_CP039494.1	CP039494	81.941	49.9738	79	-	-	-	87	8
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000669	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000669_2	NZ_CP039495.1	CP039495	47.543	48.6591	67	-	3	-	80	10
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000669	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000669	NZ_CP045758.1	CP045758	81.815	49.9823	78	-	-	-	86	8
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000700	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000700	NZ_CP039492.1	CP039492	81.941	49.9555	77	-	-	-	86	9
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000752	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000752	NZ_CP039490.1	CP039490	131.067	49.0886	133	-	-	-	141	8
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000752	Bacteria	Proteobacteria	Gammaproteobacteria	p1CFSAN000752	NZ_CP045755.1	CP045755	81.815	49.9835	78	-	-	-	86	8
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000752	Bacteria	Proteobacteria	Gammaproteobacteria	p2CFSAN000752	NZ_CP045756.1	CP045756	99.458	49.5305	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000753	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000753	NZ_CP039488.1	CP039488	81.815	49.9835	78	-	-	-	86	8
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000952	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000952	NZ_CP039485.1	CP039485	81.929	49.9542	79	-	-	-	87	8
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000954	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000954	NZ_CP039483.1	CP039483	81.939	49.9591	79	-	-	-	87	8
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000958	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000958	NZ_CP039481.1	CP039481	81.938	49.967	78	-	-	-	87	9
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000960	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000960	NZ_CP039479.1	CP039479	81.94	49.9512	78	-	-	-	87	9
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000968	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000968_1	NZ_CP039474.1	CP039474	81.9	49.9719	78	-	-	-	87	9
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000968	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000968_2	NZ_CP039475.1	CP039475	95.348	49.2931	101	-	-	-	103	2
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000970	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000970	NZ_CP039472.1	CP039472	81.911	49.9591	79	-	-	-	87	8
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001112	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN001112	NZ_CP039470.1	CP039470	81.94	49.9951	77	-	-	-	87	10
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001115	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN001115	NZ_CP039468.1	CP039468	81.934	49.978	75	-	-	-	87	12
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001118	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN001118	NZ_CP039466.1	CP039466	81.938	49.9695	76	-	-	-	86	10
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001140	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN001140	NZ_CP039464.1	CP039464	81.94	49.9439	78	-	-	-	86	8
Salmonella enterica subsp. enterica serovar Berta	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20141895.1	NZ_CP030006.1	CP030006	67.73	45.6666	69	-	-	-	72	3
Salmonella enterica subsp. enterica serovar Birkenhead	Bacteria	Proteobacteria	Gammaproteobacteria	pAUSMDU00010532_01	NZ_CP045959.1	CP045959	329.074	49.267	228	-	-	-	317	89
Salmonella enterica subsp. enterica serovar Blockley	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP043663.1	CP043663	4.018	53.2852	5	-	-	-	6	1
Salmonella enterica subsp. enterica serovar Blockley	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CM019086.1	CM019086	4.018	53.2852	5	-	-	-	6	1
Salmonella enterica subsp. enterica serovar Blockley	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CM019093.1	CM019093	36.629	42.3435	46	-	-	-	49	3
Salmonella enterica subsp. enterica serovar Blockley	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CM019094.1	CM019094	4.018	53.2852	5	-	-	-	6	1
Salmonella enterica subsp. enterica serovar Bovismorbificans	Bacteria	Proteobacteria	Gammaproteobacteria	pSal017-1	NZ_CP069298.1	CP069298	17.017	51.7541	19	-	-	-	22	3
Salmonella enterica subsp. enterica serovar Bovismorbificans	Bacteria	Proteobacteria	Gammaproteobacteria	pSal017-2	NZ_CP069299.1	CP069299	10.124	50.4741	8	-	-	-	14	6
Salmonella enterica subsp. enterica serovar Bovismorbificans str. 3114	Bacteria	Proteobacteria	Gammaproteobacteria	pVIRBov	-	HF969016.1	93.046	52.6557	62	-	-	-	62	-
Salmonella enterica subsp. enterica serovar Braenderup	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP032305.1	CP032305	33.799	44.2262	38	-	-	-	43	5
Salmonella enterica subsp. enterica serovar Braenderup	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP032306.1	CP032306	22.857	28.2452	31	-	-	-	31	-
Salmonella enterica subsp. enterica serovar Braenderup str. ATCC BAA-664	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP034774.1	CP034774	33.801	44.2295	42	-	-	-	42	-
Salmonella enterica subsp. enterica serovar Braenderup str. ATCC BAA-664	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP034775.1	CP034775	21.963	28.2202	31	-	-	-	31	-
Salmonella enterica subsp. enterica serovar Brancaster	Bacteria	Proteobacteria	Gammaproteobacteria	psg_ww281	NZ_CP037995.1	CP037995	48.223	46.9506	53	-	-	-	61	8
Salmonella enterica subsp. enterica serovar Brandenburg	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20113174.1	NZ_CP030000.1	CP030000	102.921	49.8615	112	-	-	-	115	3
Salmonella enterica subsp. enterica serovar Brandenburg	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20113174.2	NZ_CP030001.1	CP030001	4.251	54.1755	5	-	-	-	6	1
Salmonella enterica subsp. enterica serovar Brandenburg	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20064858.1	NZ_CP030003.1	CP030003	119.613	49.136	127	-	-	-	129	2
Salmonella enterica subsp. enterica serovar Brandenburg	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20064858.2	NZ_CP030004.1	CP030004	4.593	50.4463	5	-	-	-	6	1
Salmonella enterica subsp. enterica serovar Bredeney	Bacteria	Proteobacteria	Gammaproteobacteria	pET1.1-IncH	NZ_CP043223.1	CP043223	257.405	45.5104	237	-	-	-	260	23
Salmonella enterica subsp. enterica serovar Bredeney	Bacteria	Proteobacteria	Gammaproteobacteria	pET1.2-IncN	NZ_CP043224.1	CP043224	42.407	50.4068	47	-	-	-	50	3
Salmonella enterica subsp. enterica serovar Bredeney	Bacteria	Proteobacteria	Gammaproteobacteria	p24358-1	-	CP051442.1	329.983	48.3928	308	-	-	-	332	24
Salmonella enterica subsp. enterica serovar Bredeney	Bacteria	Proteobacteria	Gammaproteobacteria	p24358-2	-	CP051443.1	96.127	52.1113	125	-	-	-	133	8
Salmonella enterica subsp. enterica serovar Bredeney	Bacteria	Proteobacteria	Gammaproteobacteria	p24358-3	-	CP051444.1	2.511	51.812	1	-	-	-	3	2
Salmonella enterica subsp. enterica serovar Bredeney	Bacteria	Proteobacteria	Gammaproteobacteria	p24358-4	-	CP051445.1	3.223	56.376	5	-	-	-	6	1
Salmonella enterica subsp. enterica serovar Bredeney	Bacteria	Proteobacteria	Gammaproteobacteria	p24358-5	-	CP051446.1	4.018	53.2852	7	-	-	-	8	1
Salmonella enterica subsp. enterica serovar Bredeney	Bacteria	Proteobacteria	Gammaproteobacteria	p24358-6	-	CP051447.1	3.03	48.4488	3	-	-	-	4	1
Salmonella enterica subsp. enterica serovar Bredeney	Bacteria	Proteobacteria	Gammaproteobacteria	p24358-7	-	CP051448.1	4.781	52.4995	6	-	-	-	9	3
Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001588	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN001588_001	NZ_CP012834.1	CP012834	53.952	44.7639	54	-	-	-	56	2
Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001588	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN001588_002	NZ_CP012835.1	CP012835	62.884	48.766	66	-	-	-	77	11
Salmonella enterica subsp. enterica serovar Choleraesuis	Bacteria	Proteobacteria	Gammaproteobacteria	pXXB210	NZ_JABJRB010000002.1	-	193.865	49.7449	196	-	-	-	247	51
Salmonella enterica subsp. enterica serovar Choleraesuis	Bacteria	Proteobacteria	Gammaproteobacteria	p28296-2	NZ_CP051365.1	CP051365	8.688	60.9461	9	-	-	-	10	1
Salmonella enterica subsp. enterica serovar Choleraesuis	Bacteria	Proteobacteria	Gammaproteobacteria	p28296-1	NZ_CP051367.1	CP051367	49.582	52.1197	51	-	-	-	58	7
Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN000679_01	NZ_CP012345.2	CP012345	49.584	52.1116	52	-	-	-	58	6
Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	Bacteria	Proteobacteria	Gammaproteobacteria	pSCV50	NC_006855.1	AY509003	49.558	52.1147	52	-	-	-	58	6
Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	Bacteria	Proteobacteria	Gammaproteobacteria	pSC138	NC_006856.1	AY509004	138.742	51.3089	133	-	-	-	160	27
Salmonella enterica subsp. enterica serovar Choleraesuis str. SCSA50	Bacteria	Proteobacteria	Gammaproteobacteria	pSCV50	NZ_CM001063.1	CM001063	49.558	52.1107	52	-	-	-	58	6
